URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://fhir.et/surveillance/ValueSet/vmmc-adverse-event-timing-vs,0.1.0,draft,,VMMCAdverseEventTimingVS,Timing of VMMC Adverse Event,"Value set of Timing of VMMC Adverse Event values.","StructureDefinition/vmmc-adverse-event-observation","Internal"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","SCT"
http://hl7.org/fhir/ValueSet/data-absent-reason,4.0.1,active,"2.16.840.1.113883.4.642.3.5",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","THO"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","hl7.fhir.uv.xver-r5.r4"
http://hl7.org/fhir/ValueSet/observation-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.403",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","THO"
http://hl7.org/fhir/ValueSet/observation-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.396",LOINCCodes,LOINC Codes,"This value set includes all LOINC codes","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","LOINC"
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,4.0.1,draft,"2.16.840.1.113883.4.642.3.395",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","SCT"
http://hl7.org/fhir/ValueSet/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/ipv-clinical-enquiry,StructureDefinition/neisseria-gonorrhoeae-test-type-observation,StructureDefinition/srh-integrated-services,StructureDefinition/sti-syndrome-observation,StructureDefinition/counselling-provided,StructureDefinition/syphilis-testing-treatment-observation,StructureDefinition/hsv-test-type-observation,StructureDefinition/mycoplasma-genitalium-test-type-observation,StructureDefinition/confirmatory-sti-test-result-observation,StructureDefinition/vmmc-adverse-event-observation,StructureDefinition/gonorrhoea-testing-observation,StructureDefinition/chlamydia-trachomatis-test-type-observation,StructureDefinition/pregnancy-status-observation,StructureDefinition/sti-result-observation,StructureDefinition/sti-testing-observation,StructureDefinition/vmmc-procedure-date-observation,StructureDefinition/follow-up-type-observation,StructureDefinition/trichomonas-vaginalis-test-type-observation,StructureDefinition/vmmc-procedure-observation,StructureDefinition/confirmatory-syphilis-test-observation,StructureDefinition/syphilis-test-type-observation","THO"
